Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,
183.56.172.229-10.42.0.151-80-37978-6,10.42.0.151,37978,183.56.172.229,80,6,13-06-2017 05:48,46774164,2,0,0,0,0,0,0,0,0,0,0,0,0,0.042758648,4.68E+07,0,4.68E+07,4.68E+07,4.68E+07,4.68E+07,0,4.68E+07,4.68E+07,0,0,0,0,0,0,0,0,0,40,0,0.042758648,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,1478,-1,0,20,0,0,0,0,0,0,0,0,ADWARE_EWIND,
183.56.172.229-10.42.0.151-80-37975-6,10.42.0.151,37975,183.56.172.229,80,6,13-06-2017 05:48,46773851,2,0,0,0,0,0,0,0,0,0,0,0,0,0.042758934,4.68E+07,0,4.68E+07,4.68E+07,4.68E+07,4.68E+07,0,4.68E+07,4.68E+07,0,0,0,0,0,0,0,0,0,40,0,0.042758934,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,1523,-1,0,20,0,0,0,0,0,0,0,0,ADWARE_EWIND,
183.56.172.229-10.42.0.151-80-37977-6,10.42.0.151,37977,183.56.172.229,80,6,13-06-2017 05:48,46773822,2,0,0,0,0,0,0,0,0,0,0,0,0,0.04275896,4.68E+07,0,4.68E+07,4.68E+07,4.68E+07,4.68E+07,0,4.68E+07,4.68E+07,0,0,0,0,0,0,0,0,0,40,0,0.04275896,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,1415,-1,0,20,0,0,0,0,0,0,0,0,ADWARE_EWIND,
183.56.172.229-10.42.0.151-80-37976-6,10.42.0.151,37976,183.56.172.229,80,6,13-06-2017 05:48,46774178,2,0,0,0,0,0,0,0,0,0,0,0,0,0.042758635,4.68E+07,0,4.68E+07,4.68E+07,4.68E+07,4.68E+07,0,4.68E+07,4.68E+07,0,0,0,0,0,0,0,0,0,40,0,0.042758635,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,1523,-1,0,20,0,0,0,0,0,0,0,0,ADWARE_EWIND,
10.42.0.151-121.12.98.63-33727-80-6,10.42.0.151,33727,121.12.98.63,80,6,13-06-2017 05:48,54433349,3,1,0,0,0,0,0,0,0,0,0,0,0,0.073484363,1.81E+07,3.11E+07,5.41E+07,107297,5.44E+07,2.72E+07,3.80E+07,5.41E+07,353779,0,0,0,0,0,0,0,0,0,80,32,0.055113273,0.018371091,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,3,0,1,0,65535,64240,0,20,0,0,0,0,0,0,0,0,ADWARE_EWIND,
10.42.0.151-121.12.98.63-33723-80-6,10.42.0.151,33723,121.12.98.63,80,6,13-06-2017 05:48,43904064,2,0,0,0,0,0,0,0,0,0,0,0,0,0.045553869,4.39E+07,0,4.39E+07,4.39E+07,4.39E+07,4.39E+07,0,4.39E+07,4.39E+07,0,0,0,0,0,0,0,0,0,40,0,0.045553869,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,1460,-1,0,20,0,0,0,0,0,0,0,0,ADWARE_EWIND,
10.42.0.151-121.12.98.63-33725-80-6,10.42.0.151,33725,121.12.98.63,80,6,13-06-2017 05:48,43904056,2,0,0,0,0,0,0,0,0,0,0,0,0,0.045553878,4.39E+07,0,4.39E+07,4.39E+07,4.39E+07,4.39E+07,0,4.39E+07,4.39E+07,0,0,0,0,0,0,0,0,0,40,0,0.045553878,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,1643,-1,0,20,0,0,0,0,0,0,0,0,ADWARE_EWIND,
10.42.0.151-121.12.98.63-33724-80-6,10.42.0.151,33724,121.12.98.63,80,6,13-06-2017 05:48,43904255,2,0,0,0,0,0,0,0,0,0,0,0,0,0.045553671,4.39E+07,0,4.39E+07,4.39E+07,4.39E+07,4.39E+07,0,4.39E+07,4.39E+07,0,0,0,0,0,0,0,0,0,40,0,0.045553671,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,1460,-1,0,20,0,0,0,0,0,0,0,0,ADWARE_EWIND,
10.42.0.151-121.12.98.63-33726-80-6,10.42.0.151,33726,121.12.98.63,80,6,13-06-2017 05:48,43904095,2,0,0,0,0,0,0,0,0,0,0,0,0,0.045553837,4.39E+07,0,4.39E+07,4.39E+07,4.39E+07,4.39E+07,0,4.39E+07,4.39E+07,0,0,0,0,0,0,0,0,0,40,0,0.045553837,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,1643,-1,0,20,0,0,0,0,0,0,0,0,ADWARE_EWIND,
183.56.172.96-10.42.0.151-80-58101-6,10.42.0.151,58101,183.56.172.96,80,6,13-06-2017 05:48,57041567,3,1,0,0,0,0,0,0,0,0,0,0,0,0.070124301,1.90E+07,3.27E+07,5.68E+07,3174,5.70E+07,2.85E+07,4.00E+07,5.68E+07,250118,0,0,0,0,0,0,0,0,0,80,32,0.052593226,0.017531075,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,3,0,1,0,65535,64240,0,20,0,0,0,0,0,0,0,0,ADWARE_EWIND,
183.56.172.96-10.42.0.151-80-58096-6,10.42.0.151,58096,183.56.172.96,80,6,13-06-2017 05:48,46464196,2,0,0,0,0,0,0,0,0,0,0,0,0,0.043043896,4.65E+07,0,4.65E+07,4.65E+07,4.65E+07,4.65E+07,0,4.65E+07,4.65E+07,0,0,0,0,0,0,0,0,0,40,0,0.043043896,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,1597,-1,0,20,0,0,0,0,0,0,0,0,ADWARE_EWIND,
183.56.172.96-10.42.0.151-80-58095-6,10.42.0.151,58095,183.56.172.96,80,6,13-06-2017 05:48,46463971,2,0,0,0,0,0,0,0,0,0,0,0,0,0.043044104,4.65E+07,0,4.65E+07,4.65E+07,4.65E+07,4.65E+07,0,4.65E+07,4.65E+07,0,0,0,0,0,0,0,0,0,40,0,0.043044104,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,1414,-1,0,20,0,0,0,0,0,0,0,0,ADWARE_EWIND,
10.42.0.151-121.12.98.63-33730-80-6,10.42.0.151,33730,121.12.98.63,80,6,13-06-2017 05:48,53993994,3,1,0,0,0,0,0,0,0,0,0,0,0,0.074082314,1.80E+07,3.10E+07,5.37E+07,1829,5.40E+07,2.70E+07,3.78E+07,5.37E+07,253750,0,0,0,0,0,0,0,0,0,80,32,0.055561735,0.018520578,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,3,0,1,0,65535,64240,0,20,0,0,0,0,0,0,0,0,ADWARE_EWIND,
10.42.0.151-121.12.98.63-33728-80-6,10.42.0.151,33728,121.12.98.63,80,6,13-06-2017 05:48,43464901,2,0,0,0,0,0,0,0,0,0,0,0,0,0.046014139,4.35E+07,0,4.35E+07,4.35E+07,4.35E+07,4.35E+07,0,4.35E+07,4.35E+07,0,0,0,0,0,0,0,0,0,40,0,0.046014139,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,1597,-1,0,20,0,0,0,0,0,0,0,0,ADWARE_EWIND,
10.42.0.151-121.12.98.63-33729-80-6,10.42.0.151,33729,121.12.98.63,80,6,13-06-2017 05:48,43484648,2,0,0,0,0,0,0,0,0,0,0,0,0,0.045993243,4.35E+07,0,4.35E+07,4.35E+07,4.35E+07,4.35E+07,0,4.35E+07,4.35E+07,0,0,0,0,0,0,0,0,0,40,0,0.045993243,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,1917,-1,0,20,0,0,0,0,0,0,0,0,ADWARE_EWIND,
183.56.172.96-10.42.0.151-80-58100-6,10.42.0.151,58100,183.56.172.96,80,6,13-06-2017 05:48,57041902,3,1,0,0,0,0,0,0,0,0,0,0,0,0.070123889,1.90E+07,3.27E+07,5.68E+07,5808,5.70E+07,2.85E+07,4.00E+07,5.68E+07,249295,0,0,0,0,0,0,0,0,0,80,32,0.052592917,0.017530972,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,3,0,1,0,65535,64240,0,20,0,0,0,0,0,0,0,0,ADWARE_EWIND,
183.56.172.96-10.42.0.151-80-58098-6,10.42.0.151,58098,183.56.172.96,80,6,13-06-2017 05:48,46464029,2,0,0,0,0,0,0,0,0,0,0,0,0,0.04304405,4.65E+07,0,4.65E+07,4.65E+07,4.65E+07,4.65E+07,0,4.65E+07,4.65E+07,0,0,0,0,0,0,0,0,0,40,0,0.04304405,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,1460,-1,0,20,0,0,0,0,0,0,0,0,ADWARE_EWIND,
183.56.172.96-10.42.0.151-80-58099-6,10.42.0.151,58099,183.56.172.96,80,6,13-06-2017 05:48,46464012,2,0,0,0,0,0,0,0,0,0,0,0,0,0.043044066,4.65E+07,0,4.65E+07,4.65E+07,4.65E+07,4.65E+07,0,4.65E+07,4.65E+07,0,0,0,0,0,0,0,0,0,40,0,0.043044066,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,1391,-1,0,20,0,0,0,0,0,0,0,0,ADWARE_EWIND,
183.56.172.96-10.42.0.151-80-58097-6,10.42.0.151,58097,183.56.172.96,80,6,13-06-2017 05:48,46464015,2,0,0,0,0,0,0,0,0,0,0,0,0,0.043044063,4.65E+07,0,4.65E+07,4.65E+07,4.65E+07,4.65E+07,0,4.65E+07,4.65E+07,0,0,0,0,0,0,0,0,0,40,0,0.043044063,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,2008,-1,0,20,0,0,0,0,0,0,0,0,ADWARE_EWIND,
220.243.235.201-10.42.0.151-80-33455-6,10.42.0.151,33455,220.243.235.201,80,6,13-06-2017 05:48,28755828,2,0,0,0,0,0,0,0,0,0,0,0,0,0.069551118,2.88E+07,0,2.88E+07,2.88E+07,2.88E+07,2.88E+07,0,2.88E+07,2.88E+07,0,0,0,0,0,0,0,0,0,40,0,0.069551118,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,1689,-1,0,20,0,0,0,0,0,0,0,0,ADWARE_EWIND,
220.243.235.201-10.42.0.151-80-33458-6,10.42.0.151,33458,220.243.235.201,80,6,13-06-2017 05:48,28445847,2,0,0,0,0,0,0,0,0,0,0,0,0,0.070309033,2.84E+07,0,2.84E+07,2.84E+07,2.84E+07,2.84E+07,0,2.84E+07,2.84E+07,0,0,0,0,0,0,0,0,0,40,0,0.070309033,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,1369,-1,0,20,0,0,0,0,0,0,0,0,ADWARE_EWIND,
220.243.235.201-10.42.0.151-80-33457-6,10.42.0.151,33457,220.243.235.201,80,6,13-06-2017 05:48,28446035,2,0,0,0,0,0,0,0,0,0,0,0,0,0.070308568,2.84E+07,0,2.84E+07,2.84E+07,2.84E+07,2.84E+07,0,2.84E+07,2.84E+07,0,0,0,0,0,0,0,0,0,40,0,0.070308568,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,1460,-1,0,20,0,0,0,0,0,0,0,0,ADWARE_EWIND,
220.243.235.201-10.42.0.151-80-33456-6,10.42.0.151,33456,220.243.235.201,80,6,13-06-2017 05:48,28545569,2,0,0,0,0,0,0,0,0,0,0,0,0,0.070063413,2.85E+07,0,2.85E+07,2.85E+07,2.85E+07,2.85E+07,0,2.85E+07,2.85E+07,0,0,0,0,0,0,0,0,0,40,0,0.070063413,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,1415,-1,0,20,0,0,0,0,0,0,0,0,ADWARE_EWIND,
220.243.235.201-10.42.0.151-80-33454-6,10.42.0.151,33454,220.243.235.201,80,6,13-06-2017 05:48,28755752,2,0,0,0,0,0,0,0,0,0,0,0,0,0.069551302,2.88E+07,0,2.88E+07,2.88E+07,2.88E+07,2.88E+07,0,2.88E+07,2.88E+07,0,0,0,0,0,0,0,0,0,40,0,0.069551302,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,1460,-1,0,20,0,0,0,0,0,0,0,0,ADWARE_EWIND,
10.42.0.151-104.192.110.245-45248-443-6,10.42.0.151,45248,104.192.110.245,443,6,13-06-2017 05:48,59800927,3,1,0,0,0,0,0,0,0,0,0,0,0,0.066888595,1.99E+07,3.44E+07,5.97E+07,3663,5.98E+07,2.99E+07,4.21E+07,5.97E+07,97873,0,0,0,0,0,0,0,0,0,80,32,0.050166446,0.016722149,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,3,0,1,0,65535,14600,0,20,0,0,0,0,0,0,0,0,ADWARE_EWIND,
10.42.0.151-104.192.110.245-45278-443-6,10.42.0.151,45278,104.192.110.245,443,6,13-06-2017 05:48,57032672,3,1,0,0,0,0,0,0,0,0,0,0,0,0.070135238,1.90E+07,3.28E+07,5.69E+07,1605,5.70E+07,2.85E+07,4.02E+07,5.69E+07,95663,0,0,0,0,0,0,0,0,0,80,32,0.052601428,0.017533809,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,3,0,1,0,65535,14600,0,20,0,0,0,0,0,0,0,0,ADWARE_EWIND,
10.42.0.151-104.192.110.245-45246-443-6,10.42.0.151,45246,104.192.110.245,443,6,13-06-2017 05:49,517089,2,0,0,0,0,0,0,0,0,0,0,0,0,3.867806122,517089,0,517089,517089,517089,517089,0,517089,517089,0,0,0,0,0,0,0,0,0,40,0,3.867806122,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,1369,-1,0,20,0,0,0,0,0,0,0,0,ADWARE_EWIND,
10.42.0.151-36.110.213.49-45717-443-6,10.42.0.151,45717,36.110.213.49,443,6,13-06-2017 05:48,52833884,2,0,0,0,0,0,0,0,0,0,0,0,0,0.037854495,5.28E+07,0,5.28E+07,5.28E+07,5.28E+07,5.28E+07,0,5.28E+07,5.28E+07,0,0,0,0,0,0,0,0,0,40,0,0.037854495,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,1369,-1,0,20,0,0,0,0,0,0,0,0,ADWARE_EWIND,
10.42.0.151-36.110.213.49-56452-80-6,10.42.0.151,56452,36.110.213.49,80,6,13-06-2017 05:48,42195059,2,0,0,0,0,0,0,0,0,0,0,0,0,0.047398915,4.22E+07,0,4.22E+07,4.22E+07,4.22E+07,4.22E+07,0,4.22E+07,4.22E+07,0,0,0,0,0,0,0,0,0,40,0,0.047398915,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,1369,-1,0,20,0,0,0,0,0,0,0,0,ADWARE_EWIND,
183.56.172.96-10.42.0.151-80-58117-6,183.56.172.96,80,10.42.0.151,58117,6,13-06-2017 05:49,28,2,0,0,0,0,0,0,0,0,0,0,0,0,71428.57143,28,0,28,28,28,28,0,28,28,0,0,0,0,0,0,0,0,0,40,0,71428.57143,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,502,-1,0,20,0,0,0,0,0,0,0,0,ADWARE_EWIND,
183.56.172.96-10.42.0.151-80-58100-6,183.56.172.96,80,10.42.0.151,58100,6,13-06-2017 05:49,10,2,0,0,0,0,0,0,0,0,0,0,0,0,200000,10,0,10,10,10,10,0,10,10,0,0,0,0,0,0,0,0,0,40,0,200000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,502,-1,0,20,0,0,0,0,0,0,0,0,ADWARE_EWIND,
10.42.0.151-36.110.213.49-45716-443-6,10.42.0.151,45716,36.110.213.49,443,6,13-06-2017 05:48,53850002,2,0,0,0,0,0,0,0,0,0,0,0,0,0.037140203,5.39E+07,0,5.39E+07,5.39E+07,5.39E+07,5.39E+07,0,5.39E+07,5.39E+07,0,0,0,0,0,0,0,0,0,40,0,0.037140203,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,1506,-1,0,20,0,0,0,0,0,0,0,0,ADWARE_EWIND,
209.85.200.188-10.42.0.151-5228-39188-6,10.42.0.151,39188,209.85.200.188,5228,6,13-06-2017 05:47,63744287,14,15,2112,978,1039,0,150.8571429,298.6301693,209,0,65.2,80.95519043,48.47493235,0.454942731,2276581.679,9685504.073,5.06E+07,7,6.37E+07,4903406.692,1.40E+07,5.06E+07,39,6.36E+07,4545354.5,1.36E+07,5.07E+07,7,0,0,0,0,456,488,0.219627525,0.235315206,0,1039,103,212.9592806,45351.65517,0,0,0,1,0,0,0,0,1,106.5517241,150.8571429,65.2,456,0,0,0,0,0,0,14,2112,15,978,65535,378,6,32,1216056.5,1652502.184,2384552,47561,3.06E+07,2.84E+07,5.06E+07,1.05E+07,ADWARE_EWIND,
172.217.2.110-10.42.0.151-443-58799-6,10.42.0.151,58799,172.217.2.110,443,6,13-06-2017 05:47,1047073,18,16,1384,6329,532,0,76.88888889,173.7384406,1418,0,395.5625,537.2094525,7366.248581,32.47147047,31729.48485,62565.62033,349583,5,1047073,61592.52941,94882.44854,349583,6,950109,63340.6,109207.3518,422532,5,0,0,0,0,596,520,17.19077848,15.28069199,0,1418,220.3714286,411.319976,169184.1227,0,0,0,1,0,0,0,0,0,226.8529412,76.88888889,395.5625,596,0,0,0,0,0,0,18,1384,16,6329,65535,357,4,32,0,0,0,0,0,0,0,0,ADWARE_EWIND,
172.217.2.110-10.42.0.151-443-58799-6,10.42.0.151,58799,172.217.2.110,443,6,13-06-2017 05:49,360,2,0,31,0,31,0,15.5,21.92031022,0,0,0,0,86111.11111,5555.555556,360,0,360,360,360,360,0,360,360,0,0,0,0,0,1,0,0,0,64,0,5555.555556,0,0,31,20.66666667,17.89785834,320.3333333,0,1,0,0,1,0,0,0,0,31,15.5,0,64,0,0,0,0,0,0,2,31,0,0,1635,-1,0,32,0,0,0,0,0,0,0,0,ADWARE_EWIND,
172.217.2.110-10.42.0.151-443-58799-6,172.217.2.110,443,10.42.0.151,58799,6,13-06-2017 05:49,21,2,0,0,0,0,0,0,0,0,0,0,0,0,95238.09524,21,0,21,21,21,21,0,21,21,0,0,0,0,0,0,0,0,0,64,0,95238.09524,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,357,-1,0,32,0,0,0,0,0,0,0,0,ADWARE_EWIND,
172.217.1.163-10.42.0.151-80-60440-6,10.42.0.151,60440,172.217.1.163,80,6,13-06-2017 05:49,12933681,3,1,0,0,0,0,0,0,0,0,0,0,0,0.309270037,4311227,7446510.01,1.29E+07,1754,1.29E+07,6466840.5,9111590.599,1.29E+07,23973,0,0,0,0,0,0,0,0,0,104,40,0.231952528,0.077317509,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,65535,42408,0,32,0,0,0,0,0,0,0,0,ADWARE_EWIND,
224.0.0.251-10.42.0.1-5353-5353-17,10.42.0.1,5353,224.0.0.251,5353,17,13-06-2017 05:45,26334876,8,0,296,0,37,37,37,0,0,0,0,0,11.23984787,0.303779672,3762125.143,4441666.73,1.28E+07,1001611,2.63E+07,3762125.143,4441666.73,1.28E+07,1001611,0,0,0,0,0,0,0,0,0,256,0,0.303779672,0,37,37,37,0,0,0,0,0,0,0,0,0,0,0,41.625,37,0,256,0,0,0,0,0,0,8,296,0,0,-1,-1,7,32,3220356.5,3137779.978,5439102,1001611,9446270.5,4812928.67,1.28E+07,6043016,ADWARE_EWIND,
10.42.0.151-31.13.71.3-60894-443-6,10.42.0.151,60894,31.13.71.3,443,6,13-06-2017 05:49,213330,6,7,1080,201,537,0,180,260.2437319,137,0,28.71428571,50.07898523,6004.781325,60.93845216,17777.5,31161.02589,108467,4,75055,15011,18514.52341,35402,4,183624,30604,42262.97193,108467,12,0,0,0,0,200,232,28.12543946,32.8130127,0,537,91.5,183.2697675,33587.80769,0,0,0,1,0,0,0,0,1,98.53846154,180,28.71428571,200,0,0,0,0,0,0,6,1080,7,201,65535,122,3,32,0,0,0,0,0,0,0,0,ADWARE_EWIND,
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,13-06-2017 05:46,108092550,5,0,0,0,0,0,0,0,0,0,0,0,0,0.046256657,2.70E+07,3.09E+07,5.61E+07,39,1.08E+08,2.70E+07,3.09E+07,5.61E+07,39,0,0,0,0,0,0,0,0,0,0,0,0.046256657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,-1,-1,0,0,542074,0,542074,542074,5.38E+07,3237297.479,5.61E+07,5.15E+07,ADWARE_EWIND,
10.42.0.151-121.12.98.64-47194-80-6,10.42.0.151,47194,121.12.98.64,80,6,13-06-2017 05:49,40028331,3,1,0,0,0,0,0,0,0,0,0,0,0,0.099929223,1.33E+07,2.28E+07,3.97E+07,95599,4.00E+07,2.00E+07,2.78E+07,3.97E+07,356338,0,0,0,0,0,0,0,0,0,80,32,0.074946917,0.024982306,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,3,0,1,0,65535,64240,0,20,0,0,0,0,0,0,0,0,ADWARE_EWIND,
131.253.61.68-10.42.0.151-443-51603-6,10.42.0.151,51603,131.253.61.68,443,6,13-06-2017 05:50,586503,10,11,997,11888,613,0,99.7,197.2860585,1460,0,1080.727273,604.5252833,21969.19709,35.80544345,29325.15,49991.97576,217383,2,533624,59291.55556,74596.8032,217383,2,540250,54025,101939.711,308475,6,0,0,0,0,220,224,17.05021117,18.75523228,0,1460,585.6818182,669.2348429,447875.2749,0,0,0,1,0,0,0,0,1,613.5714286,99.7,1080.727273,220,0,0,0,0,0,0,10,997,11,11888,65535,63445,3,20,0,0,0,0,0,0,0,0,ADWARE_EWIND,
131.253.61.68-10.42.0.151-443-51603-6,10.42.0.151,51603,131.253.61.68,443,6,13-06-2017 05:50,14727,5,0,0,0,0,0,0,0,0,0,0,0,0,339.5124601,3681.75,7270.21354,14587,12,14727,3681.75,7270.21354,14587,12,0,0,0,0,0,0,0,0,0,100,0,339.5124601,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,5,0,0,0,65535,-1,0,20,0,0,0,0,0,0,0,0,ADWARE_EWIND,
10.42.0.151-52.84.86.131-59838-443-6,10.42.0.151,59838,52.84.86.131,443,6,13-06-2017 05:47,297250,16,12,848,4172,283,0,53,83.74644271,1448,0,347.6666667,548.6115256,16888.1413,94.19680404,11009.25926,17180.54038,69727,5,227523,15168.2,23282.9435,67503,5,267958,24359.81818,34230.26651,78716,37,0,0,0,0,520,392,53.82674516,40.37005887,0,1448,173.1034483,379.9601807,144369.7389,0,0,0,1,0,0,0,0,0,179.2857143,53,347.6666667,520,0,0,0,0,0,0,16,848,12,4172,65535,122,8,32,0,0,0,0,0,0,0,0,ADWARE_EWIND,
10.42.0.151-52.84.86.131-59838-443-6,10.42.0.151,59838,52.84.86.131,443,6,13-06-2017 05:50,18,1,2,46,31,46,46,46,0,31,0,15.5,21.92031022,4277777.778,166666.6667,9,7.071067812,14,4,0,0,0,0,0,4,4,0,4,4,1,0,0,0,32,64,55555.55556,111111.1111,0,46,30.75,21.68524844,470.25,0,1,0,0,1,0,0,0,2,41,46,15.5,32,0,0,0,0,0,0,1,46,2,31,122,122,0,32,0,0,0,0,0,0,0,0,ADWARE_EWIND,
10.42.0.151-52.84.86.131-59838-443-6,52.84.86.131,443,10.42.0.151,59838,6,13-06-2017 05:50,7986,1,3,0,0,0,0,0,0,0,0,0,0,0,500.8765339,2662,4248.166781,7567,158,0,0,0,0,0,419,209.5,72.83199846,261,158,0,0,0,0,32,108,125.2191335,375.6574005,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,32,0,0,0,0,0,0,1,0,3,0,122,1550,0,32,0,0,0,0,0,0,0,0,ADWARE_EWIND,
10.42.0.151-52.84.86.78-47027-443-6,10.42.0.151,47027,52.84.86.78,443,6,13-06-2017 05:48,392452,11,9,919,6099,597,0,83.54545455,182.7355267,1448,0,677.6666667,674.6558382,17882.44167,50.96164627,20655.36842,26879.86924,88330,4,392452,39245.2,50811.56638,153559,16,338913,42364.125,65681.16039,193218,4,0,0,0,0,360,296,28.02890545,22.93274082,0,1448,334.1904762,540.3575316,291986.2619,0,0,0,1,0,0,0,0,0,350.9,83.54545455,677.6666667,360,0,0,0,0,0,0,11,919,9,6099,65535,122,3,32,0,0,0,0,0,0,0,0,ADWARE_EWIND,
10.42.0.151-52.84.86.78-47027-443-6,10.42.0.151,47027,52.84.86.78,443,6,13-06-2017 05:50,31,1,1,31,0,31,31,31,0,0,0,0,0,1000000,64516.12903,31,0,31,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,32,32,32258.06452,32258.06452,0,31,20.66666667,17.89785834,320.3333333,0,1,0,0,1,0,0,0,1,31,31,0,32,0,0,0,0,0,0,1,31,1,0,122,122,0,32,0,0,0,0,0,0,0,0,ADWARE_EWIND,
